Number,CLDR,Emoji,Name,Dict - Meaning,Dict - Where Does It Come From?,Dict - Who Uses It?,Image,Url
255,adult-emoji,🧑, Adult emoji,"The adult emoji depicts—or at least tries to—the head of an adult grown-up. Thanks to its short, boyish-looking hair on most platforms, people often use the emoji to stand for a generic male person, friend, or family member. ",,"The adult emoji is used in text messages and social media to represent male or female adults or people in general, especially when people feel they’re adulting and have finally aged into adulthood: I AM NOW 18🎉🎊🎈🙌🎂🔞🧑😀The 2nd step in adulting BECOMING AN ADULTCant wait to sign my own forms — nathan middleton (@nathanjm000) July 23, 2017  Happy Birthday! Welcome to adulthood! 🧑🎂🎉 — Shadowcat (@Shadowcat96) December 24, 2017  But ultimately, the adult emoji’s intent of being gender neutral backfires. Since it still looks any old Joe Shmo out there, the emoji is often used to symbolize an adult male, often paired with another person emoji, such as a female or child. Felt amazing to have my family at church today! Feels unfortunate that we didn’t think to take a picture! 👨🧑👶…🤦‍♂️🤦‍♀️ — //Coach Carter// (@joshuacl) December 18, 2017 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f9d1.svg,https://www.dictionary.com/e/emoji/adult-emoji/
256,busts-silhouette-emoji,👥, Busts Silhouette emoji,"What are you hiding in your shady past, 👥?  The busts in silhouette emoji  has many uses, including “users” of a digital interface or social-media “contacts.” But, people have come up with some darker—and more creative—meanings for the emoji’s two, grayed-out figures. These include representing a stalker or creeper and conveying something scary. ","The busts in silhouette emoji—also known as the shadows, silhouettes, or users emoji—was approved in 2010 as part of Unicode 6.0. While it slightly varies in appearance across platforms, almost all designs for the emoji feature two, gender-neutral, faceless busts in shadowy blue or gray hues.  Early in the 2010s, the emoji stood for “account users” on both specialized programs and on social media. This use is probably due to the fact that many platforms, like Facebook or iPhone contacts, display a generic silhouetted bust for a user who has not selected an image or icon for their account. Because of its connection to social media, the busts in silhouette emoji extended to one’s friends, social network, or contacts online. This use further expanded to acts like tagging, following, and retweeting on social media. 📱Retweet, like & reply ifb👥Follow who retweet & like🚴Follow me🏊Follow @Bonani_Ngqobo #TrapaDrive — Tinkla🇿🇦 (@Bonani_Ngqobo) May 5, 2018  By 2017, many people noticed that, on most emoji platforms, busts in silhouette emoji looks one of the figures is lurking behind the other. This appearance inspired people to use the emoji to suggest something as “creepy,” using it to symbolize a stalker or something scary. #NewEmojiMeanings 👥 Stalker — Jenny 🍀🍁☕ (@jenny_irish86) August 18, 2017 ","Among software and digital internet face designers, busts in silhouette emoji is sometimes used alongside webpage content dealing with account users, user management services, members of a group, or group functionality. For instance, the software company Rabbit announced it was offering “Groups! 👥” in a blog update. Other websites employ the busts in silhouette emoji for getting connected. In some instances, the emoji can stand for the word people entirely. Never doubt a small group of thoughtful, committed 👥 can change the 🌎; indeed, it’s the only thing that ever has. pic.twitter.com/EyJYqMgq6W — Harmony Dust (@HarmonyDust) August 30, 2016  The arrangement of two busts suggests a “face-off” or “competition” to others … 🔥TONY BELLEW: “ IM GONNA PUNCH TEN BELLS OUTTA DAVID HAYES FACE!”/ REACTS TO HAYE GETTING TOO CLOSE DURING FACE OFF 👥👇🏼 📹: https://t.co/Tfoz5ngWfb Brought to you by @frescobox 🥗@TonyBellew @MichellePhelps pic.twitter.com/Hk8rWb89Tg — Behind The Gloves (@BehindTheGloves) May 3, 2018  Or, sometimes, “togetherness.” #VaccinesWork to save and improve lives Yet 1 in 7 children don’t have access to life-saving immunizations😥 Together we can make #VaccinesWork for everyone 👥👫👭👬#ProtectedTogether pic.twitter.com/IlFHjA7i17 — WHO Timor-Leste (@WHOTimorLeste) May 8, 2018  The emoji is even used to signal a “split” in a relationship—or even of a personality.  🔮 #MOONLIGHT FAN THEORY 🔮 “many people seem to suggest theMovie is about a split personality” 👥👤 pic.twitter.com/B6wZgeYpLd — A24 (@A24) August 30, 2016  More commonly, though, the busts in silhouette emoji means someone is acting like a “stalker” or “creeper” (slang for a person who keeps showing unwelcome interest in another): Ya you can. It’s just illgegal😊🏃🏾👥 #Stalker https://t.co/ilpPS62Brg — nobody (@JalenHenderson) February 25, 2016  Finally, because it’s a common trope in horror movies to show a killer creeping on their victim from behind, the busts in silhouette emoji is used in reference to horror movies and, by extension, anything scary. horror movie sunday 👥 pic.twitter.com/SZNVIfz0Vp — Sophia Carrino (@osnapitzsophi) April 26, 2015 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f465.svg,https://www.dictionary.com/e/emoji/busts-silhouette-emoji/
257,blue-book-emoji,📘, Blue Book emoji,"What does 📘 Blue Book emoji mean? The blue book emoji ain’t extra, that’s for sure: It’s just a blue book, and people use it in all sorts of contexts related to reading and academics. Sometimes it specifically references blue books used for written exams in school, other times the Kelley Blue book vehicle value guide. How exciting. ",,"The blue book emoji appears most often on social media. It is also used to enhance titles on YouTube or other social-platform headlines related to books, reading, and academics. As with any emoji, the blue book emoji can appear on its own or with a host of others, often with other colored book emoji to add a visual pop. The emoji is usually placed at the end of a sentence, unless it substitutes the word book. One of the leading uses of the blue book emoji is to talk about books and reading, especially a love of them and when the actual book someone is reading is blue.  Just finished”FREDERICKDOUGLASS…The Story Of AnAmerican Slave”.He Was Heroic Man Of Mythic Proportions,in unimaginable time. At End Of 📘I Couldn’t Help But Ask Myself,”How Could We Have Been SO Barbaric,With NO Feelings,NO Empathy⁉️We Are Still Without Equality. — Cher (@cher) May 2, 2018  And, World Book Day on April 23rd sees many uses of the blue book emoji to celebrate all things reading. “Goosebumps”📘 #WorldBookDay pic.twitter.com/DqzEwlDACP — Lil’ Ye (@lil_ye) April 23, 2018  Shelfies, like a selfie but of someone’s bookshelf, are often posted on social media with the blue book emoji. Forget selfies. Send me your shelfies! 📚📕📒📑📙📘📗#amwriting #amreading #shelfie ↗️📚 #WritersUnited 🙌↙️ pic.twitter.com/65wT4fLAo4 — William Scott (@TheCuredRebirth) May 2, 2018  Outside of blue book exams, the emoji can mark academics and learning more generally. Help a new coder out! #100DaysOfCode What was your learning strategy when you were an absolute beginner? 🐢Was it a grind or did you employ tricks to make the process more efficient? 🐦Do you have any learning tips? 📘📙 — Mikoto (@miko_uwu) April 27, 2018  Occasionally and in line with its Kelley Blue Book uses, people use the blue book emoji when discussing sales, prices, and “a good deal,” such as this posting on Depop: 📘DISTRESSED DRESS📘vintage #50s📘“Parkland of Dallas” 📘over-dyed cotton with wax resist polka dots📘rhinestones on bodice📘some fraying and discoloration due to age 📘flat measurements〰chest:17″/waist:14″/hips:free👛$20+shipping💋 On Instagram, some people tag the blue book emoji ( #📘) in pictures of their bookshelves or themselves reading, often coordinated with decor, clothing, or other objects that are blue or look good with blue.",https://s.w.org/images/core/emoji/13.0.1/svg/1f4d8.svg,https://www.dictionary.com/e/emoji/blue-book-emoji/
258,two-hearts-emoji,💕, Two Hearts emoji,"Portraying two heart symbols, with the larger one bigger and in the front, the two hearts emoji is widely used to express love, affection, pleasure, or happiness.","The two hearts emoji was approved in 2010 under Unicode 6.0. It is also referred to as small hearts and two pink hearts. Across platforms, the emoji features red or pink hearts, with one larger heart at the bottom or in front and a second, smaller heart up and off to the right or behind the first.","The two hearts emoji is one of the most widely used heart-based emoji, of which there are literally dozens. It is frequently paired with other heart emoji for emphasis, especially the red heart emoji or beating heart emoji. The two hearts emoji is used frequently in text messages relating to love. While it is a symbol of romantic love, it can also be used to show affection for other close relationships, such as with family and friends (e.g.,  I 💕 to the moon and back).  Because it looks the hearts are floating, the two hearts emoji can sometimes more specifically convey the sense of love is in the air to represent a general romantic mood or atmosphere. On social media, those who show love or affection for someone or something often use the two hearts emoji by itself or with other emoji to convey warm, happy feelings (e.g., Happy birthday to my amazing sister! 💕🎂💋😊). The two hearts emoji can also be used in a silly or sarcastic manner when referring to something that doesn’t usually excite love and affection (e.g., Who doesn’t love spring cleaning? 💕🌼✨🤣). On Snapchat, the two hearts emoji will appear next to a contact that has been your “#1 best friend” for two months in a row.",https://s.w.org/images/core/emoji/13.0.1/svg/1f495.svg,https://www.dictionary.com/e/emoji/two-hearts-emoji/
259,rolling-floor-laughing-emoji,🤣, Rolling on Floor Laughing emoji,"The rolling on the floor laughing emoji is a more intensive version of the face with tears of joy emoji. Also know as the ROFL emoji, it depicts a smiling face crying tears of joy while leaning to one side, as if rolling over with uncontrollable laughter. It is used to mark anything that is extremely hilarious.",,"People overwhelmingly employ the rolling on the floor laughing emoji in digital messages and on social media to respond to or mark content that’s extremely funny. Users may use the rolling on the floor laughing to mark to communicate that something is funnier than what they think a face with tears of joy emoji expresses. In some instances, people use the rolling on the floor laughing emoji ironically, as if brushing off an insult or when posting an unpopular opinion (e.g., Say what you want, but Taylor Swift is way overrated 🤣). Content creators may include the rolling on the floor laughing emoji in the titles and descriptions of funny videos, photos, or online articles to note their intended humor. The emoji is frequently paired with other smileys depicting laughing, crying, and smiling because emotions (e.g., That dog video got me 🤣🤣😂😭!).",https://s.w.org/images/core/emoji/13.0.1/svg/1f923.svg,https://www.dictionary.com/e/emoji/rolling-floor-laughing-emoji/
260,t-rex-emoji,🦖, T-Rex emoji,"Depicting an image of a friendly-looking Tyrannosaurus Rex dinosaur, the T-rex emoji is used to share information or enthusiasm about dinosaurs … in general. ",,"In most cases, the T-Rex emoji is used literally in social-media posts and online articles that have to do with dinosaurs. Museums and science centers use the emoji to share updates and pictures of dinosaur-themed exhibits, along with brands and fans spreading news about the Jurassic Park movies. Users also incorporate the T-Rex emoji when discussing dinosaurs metaphorically (e.g., I feel like a dinosaur when I turn on the radio and don’t know any of the new songs 🦖). While many use the T-Rex emoji to specifically denote that dinosaur, the emoji can also be used to emphasize or supplement content dealing with dinosaurs more generally. The T-Rex emoji can appear velociraptor-like on some platforms, so users may draw on the T-Rex emoji when discussing Raptor-named sports teams (i.e., NBA’s Toronto Raptors). On social media, some people incorporate the T-Rex emoji into their handles and bios as a whimsical way to express their personality or nostalgic love of dinosaurs when growing up.",https://s.w.org/images/core/emoji/13.0.1/svg/1f996.svg,https://www.dictionary.com/e/emoji/t-rex-emoji/
261,loudly-crying-face-emoji,😭, Loudly Crying Face emoji,"The loudly crying face emoji shows a smiley that is crying uncontrollably—it just can’t handle it and is losing its cool. This could be due to sadness and frustration … but also laughter and joy. Fans like to use the emoji when they meet or see their favorite music performers or celebrities, as if they are sobbing in excitement. ",,"Though the loudly crying face emoji is meant to show someone sobbing, in texts and on social media people don’t exactly use it when they are genuinely sad (e.g., when they lose a loved one). Instead, its tears are reserved for something that has brought them tremendous joy, hilarity, or some gushy sentiment. (We’re looking at you, K-pop fans.) Maybe we should changes its name to face with tears of love emoji? I CAN’T BELIEVE SEASON 5 IS OVER!!😭😭😭 Here’s the #ChicagoPD season 5 finale promo pic.twitter.com/risXmKv2E3 — Detective Dawson🌟 #RenewBlindspot (@YusufM500) May 3, 2018  What is this man doing to me? I love him😭 pic.twitter.com/zVOFEZoqKq — 세레나 (@MissHugsSerena) May 3, 2018  Peep the little glow.✨💓 but I have been so happy lately 😭🙏🏼😩‼️💓 pic.twitter.com/NCGiIimsKF — Dee🥀🥀 (@DesireeMaariee) May 3, 2018  i’m crying 😭 pic.twitter.com/b98xfPo7qN — AC (@archivcamila) May 3, 2018  On the darker side of the emotional spectrum, the loudly crying face emoji can convey frustration or mock someone for being a crybaby, sometimes followed in posts with an ugh, wah!, or why?",https://s.w.org/images/core/emoji/13.0.1/svg/1f62d.svg,https://www.dictionary.com/e/emoji/loudly-crying-face-emoji/
262,hot-dog-emoji,🌭, Hot Dog emoji,"The hot dog emoji is most often used to accompany messages about food, baseball, small dogs—and penises. ","The hot dog emoji was added in 2015 in a feast of food-related emojis approved under Unicode 8.0. Across platforms, it’s topped with a squiggle of mustard but no ketchup—something @HotDogEmoji takes pride in. The 🌭 agrees 👍👍 https://t.co/MrZ5vLwdOE — 🌭 (@HotDogEmoji) October 16, 2017  Emojipedia’s in-house hot dog emoji design gets fancy with the addition of relish while Emojidex goes wild by opting for just relish and onions. Users immediately took to the hot dog emoji in texts and tweets about food—especially hot dogs but also fast food, street food, concessions, and junk food more generally. It often appears in strings of related emojis including the taco emoji, hamburger emoji, and slice of pizza emoji. I’m on an all carb diet 👌🍕🌮🍔🌭🍞 — damnsam (@SamanthaDicker) October 30, 2015  Halloween rolled around right after the hot dog emoji’s release, so naturally it spiked in time for photos of dogs in hot dog costumes as well. 😍🌭 he’s hot pic.twitter.com/637ijgOEfv — Linds (@LindsayWolfe97) November 1, 2015  While the hot dog emoji has the corner on the baseball-related social-media market, it still struggles to place in the top-ten food emoji rankings. Turns out social-media users would rather share a picture of their pizza or doughnut than their ballpark frank. Fresh from the Twitter oven, here are the 10 most Tweeted food emojis in 2017. 1. 🍕2. 🍫3. 🍪4. 🍔5. 🍦6. 🍩7. 🌮8. 🧀9. 🍟10. 🍣 — Twitter Food (@TwitterFood) November 8, 2017 ","The hot dog emoji is, unsurprisingly, most commonly used in reference to actual hot dogs and their non-meat counterparts. Instagram users, for instance, take the emoji literally when posting photos of meals. But, the hot dog emoji can also stand in for any fast food on social media, especially when a user is cheating on a diet. Hot dogs are also associated with barbecues, summer time, and baseball games, so the emoji tends to pop up in these contexts as well. IT’S FINALLY HERE! 🌭⚾🌭⚾🌭 Happy #OpeningDay, Tribe fans!#RallyTogether pic.twitter.com/abLKKGie5r — Tribe Hot Dogs (@TribeHotDogs) April 6, 2018  Dog owners—especially of dachshunds, aka wiener dogs, and other small breeds—like to use the hot dog emoji when posting pictures of their pups in the sun. How adorbs. #sunbathing is hard work #hotdog #🌭 A post shared by  wensleydale123 (@wensleydale123) on May 6, 2018 at 6:03am PDT  Other users add or substitute the hot dog emoji when exclaiming Hot dog!, a humorously old-fashioned expression of delight and surprise. In case anyone didn’t realize, the official Twitter page for @nbcthegoodplace is “Hot Diggity Dog It’s The Good Place 🌭” – yes, including the hot dog emoji.#television #NBC #TV #sitcom #TheGoodPlace #kristenbell @NBCNetwork @IMKristenBell pic.twitter.com/Pil00wGk0A — Trial by Pilot (@TrialByPilot) May 1, 2018  Last but not least, the hot dog emoji inevitably gets used for “penis,” drawing on its shape and “wiener” alias. I think of Harry styles and I think big penis. I can’t help it! 🌭🐛🐍🍆🍌 — OneDDirtygirls (@oneddirtygirls) August 26, 2016 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f32d.svg,https://www.dictionary.com/e/emoji/hot-dog-emoji/
263,cherry-blossom-emoji,🌸, Cherry Blossom emoji,"Spring is in the air with the cherry blossom emoji, which depicts a cherry blossom flower in all its notched, light pink, five-petaled beauty. The emoji is used to celebrate the flower, especially in Japan, and marks other content more generally dealing with spring, flowers, beauty, and the color pink. ",,"The cherry blossom emoji is widely used for actual cherry blossoms and their annual bloom. Organizations holding cherry blossom festivals like to use the emoji in their social-media names, website headlines, and posts. A new Cherry Blossom (sakura) Forecast weather map has been released!😲For anyone visiting Japan now or in the near future, be sure to check the dates! Who else loves watching sakura trees bloom?🌸 Source: https://t.co/doZyQtDFqx pic.twitter.com/2U1Ous0QPp — Tokyo Treat (@TokyoTreat) March 21, 2018  We’re almost fully recovered from an amazing weekend full celebrations & the Cherry Blossom Festival! We loved seeing all of the photos you tagged us in – keep sharing and we’ll retweet through the week! 🌸#CherryBlossomFestival #buffalo #japanesegardens pic.twitter.com/jFfrZLJCLm — BuffaloHistoryMuseum (@BuffaloHistory) May 7, 2018  Because of its importance there, the cherry blossom emoji is also used to stand in for all things Japan. I’ve finished at last! The beautiful Mount Fuji 🌸 I’m preparing the process gif and the pic to pic for patreon ❤️ #pixelart #illustration #japan #mountfuji pic.twitter.com/dR6qpd3qpe — Isabel Armentero (@Erien27) May 6, 2018  The cherry blossom emoji also gets used like other flower emoji, often “given” to someone digitally. Other times, it’s there as a cute, stylistic pop of color in text or to underscore pink things. very excited to try out some @caudalie products, especially this vinosource moisturizing sorbet! 💞 it’s a gel cream, which is perfect for my combination skin. I’ll let you guys know how it compares to @drunkelephant protini, my holy grail moisturizer ☺️ —————————————————— 🌸 #caudalie 🌸 #drunkelephant 🌸 #glossier 🌸 #glowrecipe 🌸 #diormakeup 🌸 #herbivore 🌸 #saturdayskin 🌸 #mejuri 🌸 #essiepolish —————————————————— #skincare #beauty #skincareroutine #itg #intothegloss #vanity #skincarereview #makeuplover #makeupartist #motd #style #beautyreview #blogger #instabeauty #makeup #itgtopshelfie #skincareaddict #skincarelover #discoverunder5k A post shared by  Sarah (@pinkandpeonies) on May 3, 2018 at 7:22am PDT  In some cases, the cherry blossom emoji is shorthand for beauty or cuteness. Someone, for instance, might tag a photo of a model or celebrity they find particularly beautiful with a cherry blossom emoji  as if to say “This person is as pretty as a flower.”  ",https://s.w.org/images/core/emoji/13.0.1/svg/1f338.svg,https://www.dictionary.com/e/emoji/cherry-blossom-emoji/
264,unicorn-face-emoji,🦄, Unicorn Face emoji,"The unicorn face emoji shouts “Sparkles and magic and rainbows!” It can express anything bright and sparkly, from fashion styles to whimsical moods. It can also refer to the unicorn in the gay community (a kind of bisexual person) and a unicorn in startup culture (a $1 billion valuation). ","The unicorn face emoji (or just unicorn emoji) depicts the head of a unicorn, an ancient mythic creature known in European folklore as a rare white horse with a horn on its head and magical healing powers. The emoji debuted in 2015 under Unicode 8.0, coinciding with an explosion in nostalgia for the 1980s and 1990s, which gave us the neon pinks of My Little Pony and Lisa Frank trapper keepers. Across platforms, the unicorn face emoji is styled in bright colors. Apple’s version, for example, shows a white unicorn with a pink mane and muzzle and a rainbow-colored horn. In 2017, Apple came out with Animoji, which animate emoji animal faces in messages sent on its devices. And oh, you better believe they included the unicorn face emoji. Because unicorns. The word unicorn has a specific slang meaning in the gay community. It refers to a bisexual woman who sleeps with heterosexual couples, a term sometimes referenced with the unicorn face emoji. More generally, people in the gay community may use the unicorn emoji to express pride or signal identity, connecting the emoji’s often rainbow-colored horn to the rainbow flag.  Business people also call a startup valued at over $1 billion a unicorn, a feat as rare as a unicorn achieved by the likes of Uber and Airbnb. Online, biz and tech professionals may include the unicorn face emoji in content about such companies. ","The once elusive unicorn started popping up everywhere in pop culture in the late 2010s—and strapped the unicorn face emoji in for the ride. 🦄 Remember the Starbucks Unicorn Frappuccino with its rainbows of caffeine ? 🦄 In fashion and beauty, unicorn refers to a shiny, glittery aesthetic, such as hair or nails colored in bright, sparkly pinks and blues. People often show off their new unicorn look with the unicorn face emoji.  Crafters and artists also include the unicorn face emoji when displaying, say, a drawing of all things unicorn.  Given the unicorn’s allusions to 1980–90s nostalgia, fun and bright colors, and overall feeling of magic, the unicorn face emoji is also to used convey a whimsical, playful, innocent, or happy tone in an internet or text message. It can also just convey a good mood or goodwill (think sunshine and rainbows): ",https://s.w.org/images/core/emoji/13.0.1/svg/1f984.svg,https://www.dictionary.com/e/emoji/unicorn-face-emoji/
265,banana-emoji,🍌, Banana emoji,"Depicting a partially peeled banana fruit, the banana emoji is variously used to suggest a penis, acting wild and crazy, slipping up, and the actual fruit.","The banana emoji, as its officially called, was first introduced in 2010 under Unicode 6.0. While it’s a popular fruit, the phallic likeness of the banana emoji quickly lent it as a symbol for penis on social media and text messages. In the late 2010s, popular media often noted the sexual suggestion of the banana emoji, with many articles instructing parents on the “secret meanings” of seemingly innocuous emoji like the banana in their children’s online communication. As a representation of the penis, the banana emoji joins the eggplant emoji, which is even more widely used in this way online.","On social media, people may add the banana emoji to mark or emphasize content discussing sex or penises, especially when posting revealing selfies. Though sexual, the emoji often carries a playful or humorous tone. Other uses of the banana emoji are more innocent. People use the emoji when talking about the banana as a fruit, food, and flavor (e.g., I’m craving a strawberry & banana smoothie🍓🍌). The banana emoji is also used to suggest “crazy,” drawing on the idioms That’s bananas! or Go bananas! For instance, “The overtime of the football was absolutely 🍌🍌🍌!”. By extension, people may use the emoji to express extreme excitement, as if they are “going crazy” over something (e.g., I 🍌 can’t 🍌 wait 🍌 for 🍌 the 🍌 Beyoncé 🍌concert). Cartoons have long employed the gag of characters slipping on a banana peel for physical comedy. Texters and tweeters sometimes draw on this gag when they post, say, “Don’t slip up 🍌” or “Break a leg 🍌” as a way of wishing someone luck or digitally “crossing their fingers.” Bananas, finally, are associated with primates, and so people may incorporate the banana emoji in content dealing with monkeys or when using the idiom monkey business, making the banana emoji a suggestion of mischief.",https://s.w.org/images/core/emoji/13.0.1/svg/1f34c.svg,https://www.dictionary.com/e/emoji/banana-emoji/
266,circled-ideograph-congratulation-emoji,🈹, Circled Ideograph Congratulation emoji,"Depicting a Japanese character for “congratulations,” the circled ideograph congratulation emoji conveys celebratory or good wishes and blessings, usually on birthdays and during holidays.","The circled ideograph congratulation emoji, as it’s officially called, is a bright red button with a white Japanese kanji character that translates to “congratulations” in Japanese—and in the Chinese character from which it is derived. The character is also often translated as blessings, widening its use to expressions of gratitude. Commonly called the Japanese “congratulations” button, the emoji was first released under Unicode 1.1 in 1993 and has been included in all subsequent updates, notably Unicode 6.0 in 2010, which introduced emoji to many Westerners for the first time. Its appearance is fairly uniform across platforms, except for the vendor LG, which features a black character on a yellow button.","Though written in Japanese, the circled ideograph congratulation emoji is often used for congratulatory and celebratory messages in English contexts, too. Since it generally conveys excitement, goodwill, and thankfulness, the emoji is commonly found in birthday wishes and holiday greetings (e.g., Happy New Year! ㊗️). Because it often observes a special day or occasion, the circled ideograph congratulation sometimes substitutes for the word happy in the construction Happy X!, (e.g., ㊗️ Halloween!). The circled ideograph congratulation emoji is occasionally used simply for its bright red color or its Japanese character, regardless of its specific meaning. Users who include the emoji in these situations are aiming for a visual effect, and therefore may not intend “congratulations.” This emoji also appears on merchandise, especially clothing items.",https://s.w.org/images/core/emoji/13.0.1/svg/1f239.svg,https://www.dictionary.com/e/emoji/circled-ideograph-congratulation-emoji/
267,beating-heart-emoji,💓, Beating Heart emoji,"Depicting a pulsing pink or red heart symbol, the beating heart emoji is used as an intensive form of the red heart emoji ❤️, expressing passionate love, happiness, excitement, and even obsession. It can also be used to convey ideas or feelings of health, vitality, and life.",,"Along with other heart-themed emoji, the beating heart emoji is very popular on social media and in text and instant messages to communicate and emphasize a heightened sense of affection. Its symbolic pulsing is often used to mark an exuberant joy and obsessive-seeming adoration, especially when fans are fawning over a popular singer or actor they love. The emoji is frequently used in a string and paired with other heart emoji for additional effect (e.g., OMG this picture of Justin Bieber 💓💓❤️💕💕💛). In this context, the beating heart emoji can be roughly synonymous with a heartthrob. The beating heart emoji also often tags expressions of personal love and friendship, “I love you 💓” or “Can’t get enough of my bestie! 💓”.  Health bloggers and healthcare providers, especially those focused on cardiovascular health, also incorporate the beating heart emoji into their online messaging. The implication of the emoji in this context is that a beating heart is a healthy heart, essential to overall wellness. In online content, it is not uncommon to see the beating heart emoji in titles or descriptions of heart health information, workout plans, and  materials about self-improvement, meditation, and yoga. People may also use the beating heart emoji after a particularly revitalizing workout or act of self-care (e.g., I felt so great after my pilates class 💓).",https://s.w.org/images/core/emoji/13.0.1/svg/1f493.svg,https://www.dictionary.com/e/emoji/beating-heart-emoji/
268,jeans-emoji,👖, Jeans emoji,"Depicting a pair of unisex blue jeans, the jeans emoji is variously used to convey casual attire, denim-based fashion, shopping, and pants and clothing more generally.",,"The jeans emoji is often used in text messages relating to casual attire. It can describe how someone is dressed or how they should come dressed depending on the event (e.g., No need to get fancy, dinner is casual 👚👖). The jeans emoji isn’t restricted to jeans as such and can be used when discussing pants or trousers in general (e.g., Just lounging at home in my favorite comfy clothes 👕 👖). On social media, those who are packing for an upcoming trip or looking forward to shopping might use the jeans emoji alongside other clothing or accessories emoji to showcase what they plan to bring or buy on their trip: “Time to pack for LA 👖👗👙🕶️!!”. Fashion brands and individuals interested in fashion may use the jeans emoji when discussing the latest denim or jeans trends (e.g., 👖 Jean skirts are coming back in style 👖). In this vein, people may use the jeans emoji when posting about an outfit they are wearing or like. The jeans emoji can sometimes be used humorously when describing clothing is optional, such as during sex: “no pants required 👖 😉”. As with many other emoji, the jeans emoji can be used as a tone marker or complete substitute for a word: “I can’t wait to get home and take off my work 👖”.",https://s.w.org/images/core/emoji/13.0.1/svg/1f456.svg,https://www.dictionary.com/e/emoji/jeans-emoji/
269,peach-emoji,🍑, Peach emoji,"The peach emoji depicts a round, fleshy, orange peach. It is mainly used to represent a butt in digital communication, and so is more commonly called the butt emoji.","Officially called the peach emoji, the butt emoji was first introduced in 2010 under Unicode 6.0. As its fuzzy, cleft appearance looks like a plump rear end, the peach emoji quickly came to stand for buttocks on social media and in text messages, especially a woman’s in sexual contexts. In 2016, Apple released an updated version of the peach emoji that resembled the fruit more than the anatomy, but the change was met with such popular uproar that the company reverted to its original design.","The peach emoji is very occasionally used to represent peach and peach-based foods (e.g., I love peach cobbler 🍑). In most uses, the emoji supplements or substitutes for various senses of “butt” or “ass.” Contexts include personal fitness (working on my 🍑 today at the gym); humor and slang (don’t be a butthead 🍑); physical attraction (Look at the ass on him 🍑 🍑 🍑); and sexually-explicit content (I want your 🍑). In sexual contexts, the peach/butt emoji is often paired with the eggplant emoji 🍆, standing for “penis,” and the sweat droplets emoji 💦, standing for “ejaculation.” Together, they are used to suggest or describe intercourse. Outside of adding emphasis or color, the peach/butt emoji is often intended as a euphemism for “butt” or “ass” (got fined out the 🍑). But since the beginning of impeachment proceedings in 2019 against President Trump, the peach emoji has once again been thrust into the spotlight. This time it finds itself at the center of an impeachment controversy, or, perhaps more accurately, an im🍑ment controversy. On Twitter and other social media, the peach emoji is frequently used in reference to impeachment and the desire to remove POTUS from office generally.",https://s.w.org/images/core/emoji/13.0.1/svg/1f351.svg,https://www.dictionary.com/e/emoji/peach-emoji/
270,crown-emoji,👑, Crown emoji,"What does ￼￼￼￼￼￼￼👑 Crown emoji mean? An image of a gold and bejeweled crown, the crown emoji is variously and widely used to convey literal and metaphorical qualities of royalty and excellence.",,"The crown emoji is widely used to supplement or stand for many concepts of royalty and, by extension, excellence. It is popularly used to tag social-media discussions of the British Royal Family, especially on occasions of royal weddings and babies. The emoji also tags discussions about the popular Netflix series, The Crown, which follows the life of Queen Elizabeth, as does the fantasy books and HBO show Game of Thrones (e.g., can’t wait for tonight’s episode of #GOT 👑👑👑). The crown emoji sees use in reference to other monarchies around the world, notably used upon the death of the long-reigning Thai King Bhumibol in 2016. Some Christians use the crown emoji to tag discussions of Jesus Christ, known as the Prince of Peace and for his ministry about the Kingdom of God or Heaven in the New Testament. Many sports team go by names such as the Royals or Kings. Social-media posts cheering on the Kansas City Royals or Sacramento Kings, for instance, frequently include the crown emoji (e.g., Go @SacramentoKings 👑!!!). Speaking of sports, basketball star LeBron James has earned the nickname the King. The crown emoji is often used by itself to refer to him (e.g., I’m watching the 👑 take down the Chicago Bulls.). The drag and LGBTQ community also use the crown emoji to note a queen, slang for a drag performer or a gay person. Many women more generally will use the crown emoji to express themselves (sometimes captioning selfies) as queens, or powerful, beautiful, and successful women—like Beyoncé, whose fanbase calls her Queen Bee and uses the crown emoji to accentuate that. Another fanbase, followers of the South Korean K-pop boy band Got7, have adopted the crown emoji as an unofficial symbol for their band, viewing the members as princes. Younger women may use the crown emoji to present themselves as—or be labelled as—princesses, earnestly or insultingly suggesting qualities of innocence, adoration, or being “high-maintenance.” Here, the crown emoji is often paired with the princess or gem stone emoji. King, queen, and other royalty terms appear in many expressions in English, and some users add to or substitute the crown emoji for them (e.g., You deserved be treated like 👑 (royalty) or I’m living it up like a 👑 (king/queen)).",https://s.w.org/images/core/emoji/13.0.1/svg/1f451.svg,https://www.dictionary.com/e/emoji/crown-emoji/
